SOIL_PH,TEMP,RELATIVE_HUMIDITY,N,P,K,CROPS
6.3,22.6,80.6,61.6,32.4,30.3,soyabean
6.5,28.7,79.2,122.7,68.5,113.7,chillies
6.5,39.3,96.7,78.2,45.3,51.4,sorghum
6.7,34.9,66.7,80.5,52.1,41.3,cucumber
7.2,29.5,88.9,84.7,38.6,46.2,jute
6.3,21.5,62.0,95.0,50.2,58.8,rice
5.5,25.9,18.4,38.1,27.5,23.2,varagu
7.7,33.6,80.3,96.1,42.8,49.6,annual moringa
5.6,20.0,16.1,45.0,39.5,30.2,kudiraivali
7.2,33.9,83.9,75.9,43.6,74.8,ribbed gourd
7.1,29.4,78.0,88.1,54.1,82.1,muskmelon
6.0,23.3,78.3,78.7,55.0,40.1,vegetable cowpea
7.2,32.2,61.4,22.2,23.7,22.0,greengram
7.3,37.5,94.6,50.6,22.6,28.5,pearl millet
6.9,16.7,79.8,120.4,61.7,69.6,sugarbeet
6.7,23.5,79.4,55.7,25.1,21.5,redgram
7.5,36.7,17.5,34.7,23.7,21.3,blackgram
6.1,27.8,54.0,79.6,53.7,43.8,tapoica
6.7,34.6,65.0,67.9,43.4,52.5,groundnut
6.1,12.8,99.1,86.9,59.7,42.2,radish
8.3,21.6,76.7,64.4,56.4,47.3,cluster bean
6.8,25.0,80.4,43.8,37.3,37.7,redgram
6.6,13.9,98.3,93.1,55.1,43.0,radish
6.8,33.3,66.4,74.5,43.5,43.9,cucumber
6.9,22.2,90.0,126.5,65.5,100.5,brinjal
6.0,32.9,68.8,58.2,33.3,35.1,horsegram
6.8,19.3,71.5,178.9,67.3,66.9,maize
7.2,31.8,79.2,90.3,45.1,49.2,jute
6.6,26.1,97.6,104.5,72.8,113.7,bhendi
7.0,25.0,82.7,133.1,75.6,73.7,maize
6.4,26.3,90.3,111.8,49.4,119.7,capsicum
6.8,16.9,71.3,82.1,58.3,47.2,small onion
6.5,18.2,65.0,70.0,44.5,46.1,groundnut
6.6,32.3,98.3,39.1,22.3,22.1,gingely
6.1,21.7,53.1,90.3,47.7,45.5,wheat
6.3,30.3,84.0,64.1,24.6,39.6,soyabean
6.1,27.0,98.3,104.7,81.1,100.8,bhendi
6.8,26.1,76.0,95.0,55.9,69.8,watermelon
8.7,34.0,19.4,30.6,27.3,29.5,samai
6.4,21.5,53.4,96.8,55.3,57.2,wheat
6.9,18.1,87.6,71.6,35.5,28.0,soyabean
7.0,26.5,65.1,76.5,49.0,47.9,cucumber
6.8,15.9,76.7,118.7,52.8,48.0,peas
7.4,24.9,75.5,154.7,76.2,134.5,sugarcane
6.7,25.5,98.3,111.9,49.1,42.9,cauliflower
6.4,25.5,19.8,30.2,20.9,21.1,thinai
6.2,24.6,96.8,109.3,84.3,106.3,cabbage
6.6,25.6,87.5,104.2,53.9,51.0,sweet potato
7.0,27.6,86.3,78.3,52.1,82.0,bitter gourd
6.6,30.7,97.4,33.0,26.8,23.5,gingely
7.3,33.2,73.7,68.4,48.2,43.4,jute
7.1,25.8,88.9,115.2,43.0,59.7,cotton
7.6,35.9,17.2,35.1,34.6,35.0,blackgram
6.2,21.1,54.0,111.6,58.1,44.0,wheat
6.1,18.2,79.0,72.7,48.2,40.2,chowchow
7.4,31.4,82.4,87.3,56.4,82.4,ribbed gourd
7.0,28.8,84.6,78.6,65.3,84.2,bitter gourd
6.3,16.4,90.6,65.1,20.3,30.0,soyabean
6.5,23.0,53.0,98.8,48.4,51.6,wheat
5.7,20.9,76.2,98.8,42.5,54.6,french bean
6.3,24.7,53.0,43.7,30.6,33.1,cowpea
6.9,20.4,92.7,74.5,38.9,25.2,sunflower
6.9,18.3,78.8,58.8,20.3,37.4,redgram
7.2,27.6,78.6,89.3,50.6,47.0,annual moringa
6.5,22.2,60.0,49.5,33.8,34.2,bengalgram
7.3,31.8,63.6,94.3,41.4,48.7,rice
5.9,26.0,17.1,35.2,20.2,21.3,varagu
5.8,15.2,83.3,98.2,43.1,59.9,french bean
6.1,10.0,95.9,62.5,42.2,51.9,radish
5.7,21.3,78.0,90.6,54.3,44.2,chowchow
6.3,21.6,87.0,111.2,53.4,50.2,sweet potato
7.1,26.3,80.2,113.3,48.9,45.4,peas
6.8,33.7,93.0,42.4,20.5,20.5,pearl millet
7.0,19.8,76.3,121.8,81.9,65.5,maize
5.8,25.1,60.0,54.4,37.5,25.5,bengalgram
6.4,27.0,19.1,38.6,20.8,26.1,varagu
6.3,20.0,17.8,45.8,34.7,23.3,kudiraivali
5.9,24.3,77.7,70.9,43.1,51.6,vegetable cowpea
6.3,23.1,79.2,120.8,59.9,118.9,onion
8.7,34.0,19.7,36.5,21.7,22.4,samai
7.2,28.1,75.7,91.9,57.7,40.9,tinda
6.6,19.8,73.7,161.9,74.4,85.5,maize
6.7,20.0,70.8,142.7,78.2,70.0,maize
6.4,25.1,60.7,62.3,70.4,78.1,ash gourd
6.8,20.4,87.3,58.7,26.6,26.9,sunflower
7.3,25.7,87.8,64.6,37.0,31.9,castor
6.6,28.7,82.3,87.9,49.3,69.4,bitter gourd
6.5,28.3,77.2,85.4,54.0,40.0,peas
6.2,18.2,77.0,79.2,44.8,57.8,chowchow
6.1,20.4,50.4,32.5,35.2,30.9,cowpea
7.4,33.8,63.3,75.1,41.9,45.3,cucumber
6.3,26.6,52.3,78.5,56.6,57.7,tapoica
5.1,24.7,52.1,42.3,25.9,27.9,cowpea
5.9,20.3,19.7,38.1,24.7,27.2,thinai
6.4,28.1,90.9,144.3,47.2,109.8,capsicum
5.6,28.1,80.7,91.9,43.3,40.6,elephant foot yam
7.1,25.8,77.5,112.0,59.9,75.7,watermelon
6.4,28.1,50.7,41.5,36.4,33.2,cowpea
6.2,18.5,69.5,100.4,60.8,83.8,carrot
6.1,16.9,61.8,107.8,60.7,99.2,carrot
5.7,25.9,75.8,79.4,54.4,54.4,french bean
6.3,37.2,15.9,36.1,20.7,24.9,panivaragu
6.6,29.9,96.1,25.3,26.8,28.9,gingely
6.1,18.7,98.9,94.7,53.3,59.2,beetroot
7.8,29.0,86.1,21.5,37.2,31.7,gingely
7.1,27.7,98.8,68.2,51.3,49.6,sorghum
6.6,27.3,80.8,134.7,75.5,114.1,tomato
7.0,26.1,67.5,36.7,28.1,34.0,greengram
6.7,30.4,80.5,91.3,77.4,60.9,ribbed gourd
6.9,21.6,15.8,34.9,20.9,23.3,panivaragu
6.2,23.4,87.6,102.6,50.7,54.9,sweet potato
6.8,26.6,83.9,95.9,55.7,80.1,watermelon
7.0,21.6,81.7,88.6,53.3,50.4,cotton
7.8,26.2,70.2,116.9,54.3,51.0,cotton
6.3,29.8,75.7,101.6,71.4,114.1,chillies
7.5,34.5,65.5,97.1,45.8,53.8,rice
7.4,33.7,69.4,96.5,54.9,52.7,cucumber
7.0,22.8,82.5,127.2,63.1,119.3,tomato
8.0,21.0,18.9,31.6,25.1,24.8,ragi
7.3,28.0,80.7,60.8,44.8,46.8,tinda
6.6,33.2,81.4,96.1,64.8,85.6,ribbed gourd
6.8,24.4,74.6,131.3,72.2,60.9,sugarbeet
6.5,26.2,79.8,67.1,55.6,62.4,bottle gourd
6.8,27.8,69.9,27.6,31.0,20.8,greengram
6.3,25.9,85.1,112.3,41.6,46.0,sweet potato
6.0,19.5,98.6,68.5,43.1,51.3,beetroot
6.0,22.7,98.9,138.3,62.7,82.2,cabbage
7.5,41.0,17.7,25.1,35.4,31.8,blackgram
7.0,26.0,80.0,85.4,55.0,75.9,watermelon
6.3,27.7,77.9,117.8,47.8,80.2,chillies
6.8,37.4,58.9,47.7,34.5,31.3,horsegram
6.8,24.9,90.4,48.8,37.3,29.6,castor
6.5,27.8,89.3,90.2,56.4,50.8,peas
5.9,23.0,79.5,73.7,46.0,57.4,vegetable cowpea
6.3,23.5,83.1,148.8,52.7,82.6,chillies
6.6,31.5,92.1,26.7,26.5,36.7,gingely
6.6,25.8,97.4,142.1,74.8,88.9,bhendi
6.1,26.7,53.6,37.3,31.3,29.2,cowpea
6.9,28.9,77.6,55.0,37.4,28.1,redgram
7.9,25.7,81.4,65.7,33.3,25.0,castor
7.0,43.6,92.7,50.7,35.6,25.9,pearl millet
6.7,20.0,98.4,96.5,58.2,41.0,beetroot
7.2,31.3,83.6,102.1,58.6,92.7,muskmelon
6.8,11.6,77.9,91.3,47.9,56.5,peas
7.8,25.5,86.4,118.6,41.4,43.0,cotton
6.1,21.5,90.0,111.3,70.6,109.1,brinjal
6.4,25.1,19.9,31.9,23.6,22.7,varagu
6.2,18.3,98.4,78.9,59.8,57.5,sorghum
5.8,20.9,94.9,118.9,64.6,103.9,capsicum
7.1,31.4,65.7,70.5,48.8,48.8,cucumber
5.5,28.0,56.3,62.1,45.7,53.0,tapoica
6.6,39.2,65.0,72.3,55.6,48.5,groundnut
6.6,23.9,76.9,118.6,60.3,104.4,tomato
6.5,18.3,67.2,72.1,55.4,57.1,small onion
6.6,25.7,80.6,81.7,64.9,69.0,ribbed gourd
5.9,20.3,92.6,137.4,51.2,92.9,capsicum
5.8,25.7,18.7,35.7,29.5,22.4,thinai
7.4,23.6,75.3,101.7,40.8,93.8,tomato
6.1,23.3,77.9,94.5,57.5,78.3,bottle gourd
8.0,25.3,74.6,99.7,50.4,55.2,cotton
7.2,26.7,82.9,93.7,44.8,73.5,watermelon
6.8,25.2,79.4,79.7,40.9,81.7,bitter gourd
6.6,19.8,76.0,145.9,78.3,65.0,sugarbeet
6.6,17.6,15.6,34.9,22.2,29.1,ragi
6.1,22.0,88.9,98.5,58.9,80.4,snake gourd
6.1,21.7,81.5,97.9,52.6,45.2,chowchow
6.1,22.3,90.0,133.4,72.8,110.0,brinjal
6.6,28.4,65.0,74.2,59.0,43.1,groundnut
7.6,21.3,87.3,99.9,58.1,47.2,cotton
5.6,21.1,75.7,69.1,41.8,49.0,vegetable cowpea
7.1,23.4,77.9,89.8,59.7,46.2,cotton
6.5,27.6,58.8,83.5,47.8,50.3,tapoica
6.6,9.3,98.6,84.7,52.1,56.5,cauliflower
6.6,28.3,77.9,61.5,57.5,52.1,tinda
7.4,25.0,72.1,163.5,67.7,126.9,sugarcane
5.8,22.5,87.5,101.9,56.1,51.3,sweet potato
5.6,18.8,80.9,64.5,56.3,47.7,french bean
7.8,24.9,74.2,150.0,68.4,130.7,sugarcane
7.7,24.7,85.7,58.4,37.2,36.4,sunflower
5.6,26.2,91.5,126.9,43.1,89.1,capsicum
6.2,16.1,80.7,47.6,38.6,26.8,pearl millet
8.0,21.6,80.1,93.6,46.0,46.8,cluster bean
6.5,26.6,72.6,91.3,72.7,71.0,ash gourd
6.4,20.9,60.0,58.1,27.5,35.7,bengalgram
6.4,20.9,74.8,84.4,42.0,59.7,small onion
6.7,24.5,61.4,76.0,50.3,60.2,pumpkin
8.0,19.5,16.7,38.4,26.3,24.5,ragi
6.0,10.3,95.9,84.8,46.4,53.4,radish
7.7,31.5,81.9,29.8,20.9,33.1,gingely
6.7,25.6,81.9,84.8,56.4,58.7,elephant foot yam
7.6,24.8,86.8,79.1,38.9,21.9,sunflower
7.1,28.0,64.3,21.2,34.7,23.3,greengram
6.2,19.5,68.9,96.2,78.4,80.8,pumpkin
8.0,21.7,97.5,41.1,24.3,20.6,sunflower
6.8,23.8,58.7,111.1,53.4,44.7,wheat
5.7,29.0,69.0,95.2,40.3,57.8,rice
6.3,22.9,19.5,33.7,23.0,27.7,panivaragu
6.3,23.8,67.9,82.7,45.5,72.0,pumpkin
5.7,14.7,76.5,69.1,44.0,56.5,french bean
7.4,34.8,61.4,86.0,42.9,47.7,cucumber
5.6,34.3,71.9,86.5,55.9,45.4,rice
5.9,31.9,16.6,32.3,26.3,21.7,panivaragu
7.8,21.4,80.5,83.7,45.3,56.8,cluster bean
6.3,39.0,16.0,33.2,20.4,27.3,panivaragu
8.5,39.2,18.9,37.6,27.9,29.9,samai
6.2,28.8,90.0,148.6,65.1,82.7,brinjal
6.5,28.6,58.5,92.4,53.6,58.2,tapoica
6.5,31.1,70.2,68.4,39.6,38.1,jute
6.5,32.6,95.5,61.8,44.2,47.5,sorghum
5.7,13.2,80.4,60.6,41.2,46.1,french bean
6.6,13.6,95.7,87.6,53.6,43.2,cauliflower
5.1,24.5,97.0,52.5,28.8,34.0,castor
7.8,24.7,89.8,90.3,46.8,43.8,cotton
6.6,16.0,66.8,116.4,63.4,78.5,carrot
5.8,26.7,20.0,34.2,20.5,29.6,varagu
7.4,30.4,83.2,88.1,67.4,67.8,ribbed gourd
6.3,28.9,59.9,70.4,49.3,87.8,ash gourd
6.5,15.6,98.4,117.7,56.1,58.0,cauliflower
6.5,24.8,85.2,92.7,54.3,56.1,sweet potato
8.1,21.9,84.9,99.0,51.6,52.7,cluster bean
6.7,24.5,69.1,74.3,58.3,42.5,small onion
5.5,18.6,90.7,111.8,51.3,87.2,capsicum
5.7,34.2,18.7,36.8,28.2,24.8,panivaragu
6.0,14.4,98.3,94.0,47.2,44.1,radish
6.1,32.8,65.6,48.4,38.0,28.9,horsegram
5.7,26.1,16.7,35.5,23.4,20.0,varagu
7.4,23.0,79.2,84.2,41.2,40.4,cluster bean
6.9,15.8,91.2,142.8,68.0,102.3,capsicum
6.3,20.9,60.0,41.8,27.3,28.4,bengalgram
6.4,13.7,90.8,114.0,66.8,110.4,cabbage
6.1,22.8,75.4,88.8,78.1,90.2,bottle gourd
6.4,28.4,70.3,68.1,41.7,49.9,jute
6.5,18.4,67.0,96.6,47.0,52.7,small onion
8.2,23.4,90.3,65.6,31.5,27.5,castor
6.2,27.7,53.3,32.1,35.2,34.1,cowpea
6.0,19.1,61.4,92.3,85.0,72.2,carrot
6.5,26.9,79.0,94.0,53.9,87.0,ribbed gourd
6.2,21.0,82.7,127.6,45.3,86.5,onion
5.6,10.9,97.2,70.2,49.8,43.9,radish
7.4,19.2,73.1,125.7,67.7,65.6,sugarbeet
5.9,23.0,60.0,46.0,20.7,24.2,bengalgram
6.7,21.6,73.8,143.9,78.9,81.8,maize
6.9,26.3,90.0,118.9,64.1,120.0,brinjal
6.7,26.3,65.0,70.9,49.7,42.5,groundnut
6.2,20.8,86.8,66.0,66.6,79.9,snake gourd
5.6,21.7,67.2,98.8,49.3,40.4,rice
7.5,22.2,81.4,112.9,50.9,51.2,peas
6.9,18.7,76.2,119.6,62.2,66.8,sugarbeet
7.8,16.7,15.1,32.6,22.2,28.8,ragi
6.7,33.2,54.1,46.2,26.6,29.0,horsegram
6.6,18.2,68.7,68.1,48.3,89.7,pumpkin
7.1,18.3,90.0,145.3,67.8,104.7,brinjal
6.9,25.8,80.4,97.3,50.3,52.1,tinda
6.7,19.5,68.7,114.3,92.0,67.1,carrot
6.4,27.9,60.2,53.9,34.2,37.2,horsegram
7.5,28.8,77.3,76.2,59.3,51.8,tinda
5.6,10.9,82.1,60.2,49.0,46.4,french bean
6.5,20.2,77.8,135.0,48.3,94.4,tomato
5.6,22.1,81.5,90.9,50.1,43.7,vegetable cowpea
7.9,22.1,94.8,52.9,35.0,22.7,castor
7.0,42.0,86.4,54.1,25.8,31.1,pearl millet
8.5,27.7,15.2,35.5,28.9,26.8,samai
6.5,28.9,52.6,53.0,20.3,24.7,cowpea
5.7,20.8,80.3,82.0,47.7,44.2,chowchow
7.3,31.2,61.4,96.5,46.9,52.4,rice
6.8,31.2,84.3,84.1,46.4,77.9,muskmelon
7.5,21.9,79.1,139.9,72.1,101.8,tomato
6.4,23.6,84.8,114.6,70.1,104.8,onion
6.5,22.1,70.1,50.5,21.2,27.9,soyabean
6.3,15.9,62.0,98.4,71.6,72.4,carrot
6.3,20.0,19.3,37.1,23.9,24.0,panivaragu
5.6,21.5,19.3,38.8,21.0,29.5,panivaragu
6.7,29.1,80.1,111.0,43.6,80.9,chillies
6.4,24.0,95.9,137.6,64.9,101.9,bhendi
6.6,24.4,87.4,103.5,47.9,55.1,sweet potato
6.2,23.6,84.5,53.7,37.3,21.9,castor
6.1,22.8,17.2,39.8,26.9,21.4,panivaragu
6.6,12.6,87.1,115.9,55.9,48.3,peas
6.7,19.0,77.9,68.3,25.0,20.2,soyabean
7.3,12.1,15.5,34.7,23.7,27.4,ragi
6.9,25.5,84.5,92.8,53.8,52.7,tinda
7.5,27.9,84.7,132.3,70.1,90.8,tomato
6.5,23.4,57.4,80.9,50.2,40.6,wheat
7.0,30.4,76.1,89.0,47.4,54.7,annual moringa
6.4,17.0,16.8,32.7,21.9,29.4,panivaragu
6.7,10.9,76.7,98.6,45.2,52.7,peas
6.6,20.4,86.2,86.1,54.1,69.0,snake gourd
6.6,30.0,77.9,57.7,26.5,24.8,redgram
5.7,20.4,83.6,95.3,45.5,58.9,vegetable cowpea
6.6,27.0,65.0,64.8,56.8,47.2,groundnut
6.0,30.7,60.3,70.3,54.7,97.1,ash gourd
5.7,19.9,79.5,73.9,46.1,43.4,french bean
6.9,23.3,90.0,112.4,49.9,80.7,brinjal
6.3,27.1,80.6,75.9,44.9,55.9,elephant foot yam
6.2,22.8,18.4,31.8,20.7,25.3,ragi
6.0,26.2,82.0,127.5,53.2,110.1,chillies
7.4,31.6,87.2,53.2,31.3,38.9,pearl millet
6.3,22.4,75.3,135.3,73.3,119.0,onion
5.8,31.2,84.2,64.4,53.2,48.7,elephant foot yam
8.0,25.1,70.2,80.4,55.4,40.0,rice
6.0,24.2,90.5,102.0,69.4,93.1,cabbage
6.2,20.0,16.4,45.5,24.7,31.5,kudiraivali
6.7,36.5,65.0,42.4,38.8,22.3,horsegram
5.9,12.5,95.0,89.6,55.3,46.1,radish
6.0,29.2,54.5,44.9,39.6,26.0,cowpea
7.3,22.3,83.8,75.4,46.1,48.6,cluster bean
6.6,26.7,66.9,70.7,78.4,62.5,pumpkin
6.5,37.7,86.1,96.0,44.9,47.3,jute
7.1,32.9,88.1,52.6,22.8,39.6,pearl millet
6.8,20.5,65.1,86.8,63.2,81.8,pumpkin
6.7,28.5,60.0,47.9,24.1,28.4,bengalgram
7.5,25.6,82.3,62.9,52.1,57.0,tinda
7.4,32.6,66.4,35.9,30.3,35.9,greengram
6.7,19.6,76.2,52.1,37.3,27.8,redgram
6.0,23.3,85.1,113.5,45.0,49.5,sweet potato
6.5,22.6,53.9,97.9,40.3,45.0,wheat
6.2,25.1,50.4,66.1,48.3,40.4,tapoica
6.0,18.2,77.0,66.1,46.9,44.7,chowchow
6.5,31.3,91.6,58.4,35.9,27.5,soyabean
7.4,22.3,74.5,156.1,95.3,138.2,sugarcane
5.2,30.8,61.9,85.9,44.0,57.0,rice
7.2,33.1,80.9,88.6,43.6,91.1,ribbed gourd
6.5,21.5,52.2,117.8,47.1,47.9,wheat
6.7,32.1,83.9,77.2,43.4,47.0,elephant foot yam
6.5,29.4,76.7,113.6,55.5,69.4,muskmelon
6.2,26.8,85.5,87.4,54.6,99.9,snake gourd
5.7,11.9,83.5,72.7,43.6,45.8,french bean
6.8,28.1,62.0,89.9,44.5,53.7,rice
5.6,20.0,16.2,40.5,31.2,25.3,kudiraivali
6.6,25.7,76.9,146.7,57.2,96.5,chillies
6.7,22.1,60.0,53.5,21.3,33.6,bengalgram
6.3,9.9,92.6,148.5,93.8,108.6,cabbage
6.2,23.1,55.2,108.6,44.5,46.3,wheat
6.9,22.1,91.3,78.8,33.9,35.6,soyabean
6.6,19.2,80.5,139.2,68.7,81.5,tomato
7.0,24.7,84.7,86.4,55.2,59.1,peas
6.8,25.1,99.1,141.1,84.2,114.7,bhendi
7.2,18.1,17.4,37.8,29.9,22.2,ragi
6.7,37.9,78.0,43.9,37.3,29.6,horsegram
7.1,29.0,17.1,25.1,37.8,37.6,blackgram
7.2,31.1,71.2,65.0,39.3,34.7,jute
6.3,15.4,97.1,96.7,41.4,57.5,radish
7.1,27.4,80.9,109.4,51.0,80.7,muskmelon
6.5,22.7,51.0,115.0,44.1,42.4,wheat
6.4,26.0,90.0,140.6,57.5,101.2,brinjal
8.3,23.3,80.6,75.3,54.5,50.3,cluster bean
7.2,29.5,62.3,93.0,42.5,48.2,cucumber
6.1,15.2,99.7,74.1,40.0,59.0,sorghum
6.6,26.5,80.3,27.1,29.6,38.8,gingely
6.7,26.5,90.0,100.1,70.3,111.5,brinjal
6.5,33.1,65.0,74.2,47.6,51.0,groundnut
7.0,22.2,59.7,84.6,51.2,59.7,wheat
7.7,22.2,78.7,83.0,43.8,49.0,cluster bean
6.3,24.3,87.5,69.6,68.7,91.5,snake gourd
7.3,25.9,79.7,84.8,57.8,44.0,cotton
6.7,20.7,98.3,95.0,46.2,51.1,beetroot
6.6,26.4,95.5,102.2,60.6,83.6,bhendi
7.4,25.8,92.0,69.5,54.4,47.0,sorghum
6.5,26.9,78.8,69.9,55.9,80.1,bottle gourd
6.5,22.1,60.0,40.2,38.7,35.9,bengalgram
6.4,18.1,99.8,84.7,41.5,54.0,beetroot
7.9,25.8,67.7,191.3,78.7,138.3,sugarcane
7.7,22.7,87.6,59.5,30.1,32.2,sunflower
7.1,32.8,66.5,95.2,49.9,47.8,cucumber
5.0,26.6,51.5,42.9,34.3,30.1,cowpea
6.5,24.2,80.0,119.5,76.6,102.5,onion
5.9,21.5,79.9,91.9,44.3,50.5,french bean
6.3,21.4,89.3,66.3,54.4,65.4,snake gourd
6.0,20.6,93.6,118.2,47.5,87.7,capsicum
5.7,15.3,96.0,71.3,47.3,49.6,radish
6.1,44.9,90.0,58.9,31.2,27.5,pearl millet
5.7,15.1,83.2,93.6,43.0,52.3,french bean
6.8,25.4,96.9,77.7,57.6,50.0,sorghum
6.1,31.0,67.9,97.1,60.7,79.5,ash gourd
6.4,26.2,97.5,104.9,92.8,97.9,cabbage
5.6,21.2,71.5,82.0,42.1,59.7,rice
7.0,18.2,77.2,104.2,70.1,96.3,tomato
6.7,24.0,65.0,75.8,42.5,56.9,groundnut
6.6,24.4,84.2,105.5,48.4,76.1,watermelon
6.0,19.1,64.1,158.7,73.3,66.5,maize
6.6,23.7,92.9,117.4,60.4,110.2,capsicum
6.0,25.5,76.1,83.0,52.3,64.5,watermelon
7.4,13.1,87.8,103.6,53.0,56.1,peas
6.4,28.3,54.5,39.3,31.1,38.3,cowpea
5.9,22.7,84.3,163.1,60.6,72.6,maize
6.7,28.5,16.9,38.2,28.5,27.9,panivaragu
5.6,34.6,81.9,79.4,45.4,55.5,elephant foot yam
6.8,21.7,17.8,36.9,26.6,24.9,thinai
6.6,20.6,17.2,35.1,35.4,31.1,blackgram
6.0,19.8,75.1,68.1,53.8,74.0,bottle gourd
5.7,20.6,78.8,97.0,59.8,55.8,vegetable cowpea
7.8,23.0,83.8,84.1,41.0,56.6,cluster bean
6.7,20.1,98.9,60.4,48.3,41.7,beetroot
6.5,23.2,89.7,65.5,32.1,37.7,castor
5.8,21.9,77.0,147.9,64.1,86.1,maize
6.2,28.4,70.7,74.9,66.3,77.7,ash gourd
6.0,13.3,19.1,30.9,28.9,21.7,ragi
7.2,26.8,75.6,40.0,28.9,37.8,horsegram
6.4,23.9,60.1,68.8,79.3,74.1,pumpkin
6.7,25.9,84.8,69.4,59.3,97.7,bitter gourd
6.9,22.7,77.2,148.5,79.4,81.1,tomato
5.6,21.4,79.8,84.8,41.7,59.2,chowchow
6.9,35.6,85.2,48.6,30.1,23.3,pearl millet
7.2,28.7,88.1,86.4,54.5,51.0,cotton
6.3,23.2,16.9,39.7,25.5,22.9,thinai
5.5,22.1,54.1,54.0,26.2,35.5,cowpea
5.6,25.8,17.2,33.1,21.8,21.9,varagu
6.1,39.4,77.0,52.4,33.4,26.8,horsegram
8.8,39.9,19.2,30.6,25.5,24.3,samai
7.9,25.2,80.7,118.6,49.5,46.4,annual moringa
6.5,29.9,76.3,87.8,49.4,74.2,ribbed gourd
8.2,24.3,79.2,67.7,42.9,47.3,cluster bean
6.8,24.6,91.4,77.5,31.6,34.2,soyabean
5.1,24.9,99.8,74.9,36.7,27.4,castor
7.2,32.5,65.0,86.7,42.6,56.4,cucumber
6.9,26.8,64.7,90.0,49.6,52.1,cucumber
6.9,20.8,69.5,76.5,62.4,80.0,pumpkin
8.0,16.8,69.2,135.6,77.4,77.9,sugarbeet
6.3,29.7,76.8,58.3,36.9,30.5,soyabean
7.4,31.5,83.7,104.0,53.8,86.0,muskmelon
6.1,26.5,63.7,87.2,59.6,53.3,rice
6.7,27.8,69.0,91.6,42.5,41.8,cucumber
7.1,24.2,17.3,29.0,35.4,37.2,blackgram
5.6,16.3,77.4,71.1,45.7,47.4,french bean
6.6,23.7,70.5,156.0,82.4,82.8,maize
6.2,26.5,50.3,87.7,56.6,91.9,ash gourd
6.6,19.5,76.1,44.4,39.6,24.2,redgram
6.9,28.7,81.4,99.9,47.9,57.7,tinda
6.2,12.2,97.0,69.9,55.2,49.5,radish
6.0,21.6,85.8,79.4,79.6,84.6,snake gourd
6.9,40.8,17.6,21.0,37.9,38.2,blackgram
6.9,20.0,15.2,54.1,37.2,34.8,kudiraivali
7.5,27.8,75.7,115.8,57.2,41.0,annual moringa
7.8,33.0,98.5,27.3,26.1,33.3,gingely
6.5,38.3,75.1,91.0,40.7,50.3,rice
6.6,26.8,88.2,39.2,27.1,23.9,gingely
6.0,20.5,93.3,47.2,31.1,37.2,pearl millet
5.6,25.2,81.7,64.7,45.7,57.7,vegetable cowpea
6.3,25.0,98.3,130.4,68.6,83.5,bhendi
6.2,20.0,17.7,42.1,33.0,30.8,kudiraivali
7.0,25.9,75.5,93.0,53.5,52.5,tinda
6.8,6.2,98.5,87.0,57.2,40.7,cauliflower
8.7,29.3,16.0,35.9,23.5,27.9,samai
6.1,22.7,78.3,63.5,48.8,87.1,bottle gourd
6.7,22.7,62.5,99.0,69.9,93.0,pumpkin
5.9,23.7,83.9,87.2,51.3,55.5,vegetable cowpea
5.5,18.8,76.9,61.0,56.4,43.9,chowchow
6.0,18.3,63.8,93.2,64.3,87.6,pumpkin
6.8,25.7,99.9,139.5,64.5,80.5,bhendi
6.1,22.0,69.6,84.6,65.9,71.9,pumpkin
6.0,23.0,19.2,32.8,28.4,21.3,thinai
7.5,15.1,91.1,70.4,52.7,50.6,sorghum
7.4,25.6,79.3,110.4,55.0,72.3,watermelon
5.7,14.7,97.3,69.2,55.4,44.5,radish
6.8,41.9,15.2,37.5,27.6,23.3,panivaragu
6.6,22.3,90.0,89.0,45.5,41.2,sweet potato
5.7,12.4,83.6,70.1,56.8,42.8,french bean
6.7,22.0,74.7,174.7,63.6,148.3,sugarcane
7.3,30.0,60.5,69.2,48.1,40.9,cucumber
6.7,6.4,95.0,102.3,50.4,57.3,cauliflower
6.1,36.1,82.3,60.3,48.1,44.2,jute
5.8,28.9,52.2,51.9,38.0,27.2,cowpea
5.7,29.2,60.0,50.0,22.8,22.8,bengalgram
5.9,23.7,78.6,148.5,50.9,80.2,onion
6.2,20.3,79.3,124.1,54.7,102.3,onion
6.0,23.2,76.1,128.0,58.6,107.2,onion
6.6,20.9,76.2,40.4,30.8,36.2,redgram
8.5,29.5,18.6,31.0,21.0,29.9,samai
7.2,29.1,64.4,62.7,52.8,48.3,cucumber
5.7,20.0,16.5,44.1,30.0,35.7,kudiraivali
6.3,18.2,78.7,88.0,50.8,60.6,bottle gourd
5.9,30.0,18.3,30.0,21.8,21.2,panivaragu
5.5,19.4,76.2,66.5,49.3,55.5,chowchow
6.9,31.4,17.5,31.2,36.9,24.6,blackgram
6.1,23.3,90.0,131.8,44.5,101.9,brinjal
6.4,24.7,60.3,74.5,52.8,94.1,ash gourd
6.5,16.6,84.2,72.6,21.3,35.8,soyabean
6.5,27.6,83.3,53.6,39.9,38.9,soyabean
6.0,20.1,88.2,92.4,43.6,78.0,snake gourd
6.5,33.1,65.6,23.5,29.6,24.7,greengram
7.9,26.5,70.7,179.0,87.7,140.6,sugarcane
6.5,19.3,69.9,80.4,59.1,42.9,small onion
